"","DWpM","WWpM","PDW","BD"
"SL18-BL-16",0.0823138740784515,0.747788742742011,0.0977691723940848,12.8865256661713
"SL18-CC-10",0.0819528576916903,0.728946423552433,0.017055247842594,-2.35802248600174
"SL18-CC-11",0.24821782273161,3.19935581618589,-0.171685326390723,71.278579601284
"SL18-SF-13",0.10482803482571,0.769444377425953,0.148755229056359,21.8963137497026
"SL18-OI-2",-0.0510779982775815,-0.852458763739875,0.155051069967021,-16.5136811911228
"SL18-OI-14",0.0774546753232946,0.875799058362582,0.108746835515787,-37.0593541911539
"SL18-PI-1",0.0182952803100763,0.25854344647657,-0.0270437569377051,13.4347392393096
"SA18-CB-1",0.0434135072526532,0.383769610167316,-0.0231687545106782,10.0022029536805
"SA18-CB-3",0.116188728941346,1.3157133759333,-0.237969589582706,31.4874862359037
"SA18-CB-4",0.0994534542180402,1.15284550025105,-0.192080626863928,-31.8334954000264
"SA18-CB-7",0.241859793039476,2.33285949277424,0.0270552265622839,16.662682479307
"SA18-CB-10",0.250887310815625,2.50287718569037,-0.077554298269526,2.52276506433493
"SL18-NC-11",-0.123258154917018,-1.13176782822781,-0.0607449889605916,-10.292182126197
"SL18-TI-1",0.0278589033417774,0.295220628967021,0.0187419343024269,6.16371603366504
"SL18-TI-2",0.0195628632853733,0.207960090068961,0.0248826394335053,5.6493575299549
"SL18-TI-3",0.0261856688065018,0.267554719748761,0.0255535401460361,6.28345961384325
"SL18-TI-4",0.0293923797393234,0.366219958471432,-0.00124440727533416,9.8366787637143
"SL18-BL-17",0.031752162196941,0.321974946181253,0.0327555219298577,11.6255596034311
"SL18-OD-3",-0.087712829430266,-0.768303809859166,0.0114631396894473,-16.6232408681363
"SL18-OD-5",-0.102028802791153,-0.919606397237951,-0.0699078587454418,-6.99248371674333
"SL18-OD-6",0.0365707421812925,0.41321606092398,0.0781918876958509,-8.08766138800839
"SL18-OD-10",0.032767337706878,0.380793167610323,-0.0138627464247552,4.56560743089445
"SA18-CB-2",0.0619828736265352,0.565144528091385,-0.0192887809243551,-2.17419790481234
"SL18-NC-15",-0.0463226016553149,-0.201758856866303,-0.0899949419206431,65.5537034132592
"SL18-BL-18",0.0114275290565458,0.125573771949356,0.00330749906755332,8.99501494862703
"SL18-FW-21",0.0325652183911833,0.383286662079779,0.00794481710303553,9.8059807000303
"SL18-SF-17",0.0481646956070518,0.595718714754924,-0.0121743236572799,5.69199412220975
"SL18-LL-9",-0.0865960651068943,-0.963759508050697,-0.0738547305924918,-10.0765405653796
"SL18-LD-2",-0.0185671198116655,-0.925395527992994,0.450369625936581,-49.5305278733751
"SL18-FW-12",0.00999429644084974,0.232220348479427,-0.0264284446504984,0.943695210929527
"SL18-SF-19",-0.0173660012656397,-0.0734879673299959,0.271543838246595,47.3123332819184
"SA18-CB-5",0.0129205520700671,0.00789725407822266,0.00769452634894062,-23.0115267198548
"SL18-SF-15",0.0749626955182564,1.12267158489294,-0.122013173184692,33.1850378099382
"SL18-SF-18",-0.0280117152707964,-0.464276841162516,0.113296297236286,-1.19773042634768
"SA18-CB-9",0.121538450162061,0.94185971448537,0.0172184455867613,15.0126860989681
"SL18-OI-7",0.0919730202078628,0.697408797884329,-0.0710395607063774,55.3043431627054
"SL18-OI-9",-0.00494517275524427,-0.296474148933438,0.115867230161529,16.2341894256611
"SL18-TI-5",0.0304426987226141,0.314645178453658,0.00808100742586276,1.3888070407456
"SL18-CB-2",0.0000000000000000609861267202112,0.00000000000000158514622864882,-0.000000000000000655168794188122,0.0000000000000374888179928979
