Plot #,Number,Blade Length (cm),Blade Width Max,Blade Thickness (mm),Stipe Length (cm),Stipe Diameter (mm),Wet Weight (g),Dry Weight (g),% Dry Weight,Holdfast (Y/N),Stipe Hollow (Y/N),Bullations (Y/N),Fouling (Y/N),Sorrus Tissue (Y/N),Grazing (Y/N),Comments
S82,2,,,,,,,,,,,,,,,
S82,3,,,,,,,,,,,,,,,
S82,4,,,,,,,,,,,,,,,
S82,5,,,,,,,,,,,,,,,
S83,1,,,,,,,,,,,,,,,
S83,2,,,,,,,,,,,,,,,
S83,3,,,,,,,,,,,,,,,
S83,4,,,,,,,,,,,,,,,
S83,5,,,,,,,,,,,,,,,
S84,1,,,,,,,,,,,,,,,
S84,2,,,,,,,,,,,,,,,
S84,3,,,,,,,,,,,,,,,
S84,4,,,,,,,,,,,,,,,
S84,5,,,,,,,,,,,,,,,
S85,1,,,,,,,,,,,,,,,
S85,2,,,,,,,,,,,,,,,
S85,3,,,,,,,,,,,,,,,
S85,4,,,,,,,,,,,,,,,
S85,5,,,,,,,,,,,,,,,
Check2,1,,,,,,,,,,,,,,,
Check2,2,,,,,,,,,,,,,,,
Check2,3,,,,,,,,,,,,,,,
Check2,4,,,,,,,,,,,,,,,
Check2,5,,,,,,,,,,,,,,,
S86,1,,,,,,,,,,,,,,,
S86,2,,,,,,,,,,,,,,,
S86,3,,,,,,,,,,,,,,,
S86,4,,,,,,,,,,,,,,,
S86,5,,,,,,,,,,,,,,,
S87,1,,,,,,,,,,,,,,,
S87,2,,,,,,,,,,,,,,,
S87,3,,,,,,,,,,,,,,,
S87,4,,,,,,,,,,,,,,,
S87,5,,,,,,,,,,,,,,,
S88,1,,,,,,,,,,,,,,,
S88,2,,,,,,,,,,,,,,,
S88,3,,,,,,,,,,,,,,,
S88,4,,,,,,,,,,,,,,,
S88,5,,,,,,,,,,,,,,,
S89,1,,,,,,,,,,,,,,,
S89,2,,,,,,,,,,,,,,,
S89,3,,,,,,,,,,,,,,,
S89,4,,,,,,,,,,,,,,,
S89,5,,,,,,,,,,,,,,,
S90,1,76.8,17.2,0.82,14.5,5.34,69.58,6.55,9.413624605,,,No,Yes,No,,horse mane
S90,2,93.1,25.7,0.82,12.5,5.89,137.35,13.58,9.887149618,,,No,Yes,No,,
S90,3,75.7,20.2,1.01,7.8,4.52,87.3,8.62,9.873997709,,,No,Yes,No,Yes,
S90,4,109.1,28.2,0.75,12,4.08,210.01,20.81,9.90905195,,,No,Yes,No,Yes,
S90,5,152.9,31.3,1.05,8.8,4.38,334.4,32.5,9.718899522,,,No,Yes,No,Yes,
S91,1,,,,,,,,,,,,,,,
S91,2,,,,,,,,,,,,,,,
S91,3,,,,,,,,,,,,,,,
S91,4,,,,,,,,,,,,,,,
S91,5,,,,,,,,,,,,,,,
S92,1,142.2,18.8,1.07,6.4,4.1,139.87,15.47,11.06027025,,,No,Yes,Yes,No,
S92,2,106.9,12,0.87,8.8,5.27,51.6,4.83,9.360465116,,,No,Yes,No,No,
S92,3,131.6,19,1.09,9.4,4.32,124.33,12.84,10.32735462,,,No,Yes,Yes,No,
S92,4,157.4,21.2,1.13,7.8,3.97,189.5,23.48,12.39050132,,,No,Yes,Yes,No,
S92,5,128.3,18.1,1.05,8.2,4.14,137.73,14.25,10.34632978,,,No,Yes,Yes,No,
S93,1,,,,,,,,,,,,,,,
S93,2,,,,,,,,,,,,,,,
S93,3,,,,,,,,,,,,,,,
S93,4,,,,,,,,,,,,,,,
S93,5,,,,,,,,,,,,,,,
S94,1,,,,,,,,,,,,,,,
S94,2,,,,,,,,,,,,,,,
S94,3,,,,,,,,,,,,,,,
S94,4,,,,,,,,,,,,,,,
S94,5,,,,,,,,,,,,,,,
S95,1,,,,,,,,,,,,,,,
S95,2,,,,,,,,,,,,,,,
S95,3,,,,,,,,,,,,,,,
S95,4,,,,,,,,,,,,,,,
S95,5,,,,,,,,,,,,,,,
S96,1,142.6,27.4,0.83,40.1,8.65,236.45,22.18,9.380418693,,,No,Yes,No,Yes,
S96,2,126.3,19.3,0.85,46.2,7.94,178.5,16.44,9.210084034,,,No,Yes,No,Yes,
S96,3,81.7,19.1,0.63,22.1,6.18,69.11,6.97,10.08537115,,,No,Yes,No,Yes,
S96,4,134.3,35.9,0.87,28.2,7.31,299.56,32.6,10.88262785,,,No,Yes,Yes,Yes,
S96,5,83.4,20.2,0.72,13,6.2,67.5,6.93,10.26666667,,,Yes,Yes,No,Yes,
Check1,1,,,,,,,,,,,,,,,
Check1,2,,,,,,,,,,,,,,,
Check1,3,,,,,,,,,,,,,,,
Check1,4,,,,,,,,,,,,,,,
Check1,5,,,,,,,,,,,,,,,
S97,1,,,,,,,,,,,,,,,
S97,2,,,,,,,,,,,,,,,
S97,3,,,,,,,,,,,,,,,
S97,4,,,,,,,,,,,,,,,
S97,5,,,,,,,,,,,,,,,
S98,1,,,,,,,,,,,,,,,
S98,2,,,,,,,,,,,,,,,
S98,3,,,,,,,,,,,,,,,
S98,4,,,,,,,,,,,,,,,
S98,5,,,,,,,,,,,,,,,
S99,1,,,,,,,,,,,,,,,
S99,2,,,,,,,,,,,,,,,
S99,3,,,,,,,,,,,,,,,
S99,4,,,,,,,,,,,,,,,
S99,5,,,,,,,,,,,,,,,
S100,1,111.8,13.6,0.45,4.4,2.5,57.48,5.79,10.07306889,,,No,Yes,No,No,edge withering
S100,2,97.2,10.2,0.47,4.7,2.53,33.4,3.31,9.910179641,,,No,Yes,No,No,edge withering
S100,3,70,18.9,0.48,5.1,2.6,57.92,5.86,10.11740331,,,No,Yes,No,No,edge withering
S100,4,35.4,8.9,0.36,5.7,2.54,9.91,1.02,10.2926337,,,No,Yes,No,No,extremely small
S100,5,29,5.2,0.12,3,1.18,3.15,0.32,10.15873016,,,No,No,No,No,extremely small
S101,1,,,,,,,,,,,,,,,
S101,2,,,,,,,,,,,,,,,
S101,3,,,,,,,,,,,,,,,
S101,4,,,,,,,,,,,,,,,
S101,5,,,,,,,,,,,,,,,
S102,1,76,12,0.62,5.5,3.2,25.2,2.62,10.3968254,,,Yes,Yes,No,Yes,
S102,2,79,12.5,0.7,6.5,4.3,29.9,3.28,10.96989967,,,No,No,No,No,
S102,3,108,16.2,0.84,7.5,4.2,75.4,9.35,12.4005305,,,No,Yes,No,Yes,
S102,4,73,9.5,0.45,4.3,2.7,15.2,1.65,10.85526316,,,No,No,No,Yes,
S102,5,57,8.8,0.52,5,3,14.8,1.55,10.47297297,,,No,No,No,Yes,
S103,1,,,,,,,,,,,,,,,
S103,2,,,,,,,,,,,,,,,
S103,3,,,,,,,,,,,,,,,
S103,4,,,,,,,,,,,,,,,
S103,5,,,,,,,,,,,,,,,
S104,1,,,,,,,,,,,,,,,
S104,2,,,,,,,,,,,,,,,
S104,3,,,,,,,,,,,,,,,
S104,4,,,,,,,,,,,,,,,
S104,5,,,,,,,,,,,,,,,
S105,1,239.6,8.1,1.58,11.8,3.66,143.13,13.87,9.690491162,,,No,Yes,No,Yes,
S105,2,265.2,10.5,1.36,18.1,5.63,169.97,17.64,10.37830205,,,No,Yes,No,Yes,
S105,3,324,12.8,0.93,14.8,4.66,241.58,28.48,11.78905539,,,No,Yes,No,Yes,
S105,4,296.6,11.8,1.74,12,4.06,180.47,22.03,12.20701502,,,No,Yes,No,No,
S105,5,295.9,11.4,1.24,16.4,5.41,214.27,25.67,11.98021188,,,No,Yes,Yes,Yes,
S106,1,,,,,,,,,,,,,,,
S106,2,,,,,,,,,,,,,,,
S106,3,,,,,,,,,,,,,,,
S106,4,,,,,,,,,,,,,,,
S106,5,,,,,,,,,,,,,,,
S107,1,170.4,18.4,1.03,11.7,5.06,138.6,13.52,9.754689755,,,No,Yes,No,Yes,
S107,2,156.6,16.8,0.83,6,4.17,92.58,8.69,9.386476561,,,No,Yes,No,Yes,
S107,3,143.8,19.1,0.96,8.1,5.3,120.85,12.62,10.44269756,,,No,Yes,Yes,Yes,
S107,4,117.3,14.2,0.85,20.1,5.88,70.8,6.82,9.632768362,,,No,Yes,No,Yes,
S107,5,129.1,13.1,0.9,12,5.27,72.03,6.69,9.287796751,,,No,Yes,No,Yes,
S108,1,,,,,,,,,,,,,,,
S108,2,,,,,,,,,,,,,,,
S108,3,,,,,,,,,,,,,,,
S108,4,,,,,,,,,,,,,,,
S108,5,,,,,,,,,,,,,,,
S109,1,173.8,23.6,1,6.3,4.89,242.6,27.1,11.17065128,,,No,Yes,Yes,Yes,
S109,2,135.9,22.1,0.89,6.8,5.02,136.2,13.58,9.970631424,,,No,Yes,No,Yes,
S109,3,139.4,21,0.97,6.7,5.77,139,13.1,9.424460432,,,Yes,Yes,No,Yes,
S109,4,122.5,17.6,0.79,8.4,5.4,105.86,10.17,9.60702815,,,No,Yes,No,Yes,
S109,5,111,23.5,0.86,6.8,4.54,123.5,13.64,11.04453441,,,Yes,Yes,No,Yes,
S110,1,,,,,,,,,,,,,,,
S110,2,,,,,,,,,,,,,,,
S110,3,,,,,,,,,,,,,,,
S110,4,,,,,,,,,,,,,,,
S110,5,,,,,,,,,,,,,,,
S111,1,166,17.6,0.9,10,4.5,152.83,18.55,12.13766931,,,No,Yes,Yes,Yes,
S111,2,140,20,0.9,7,5.58,155.68,19.75,12.68627955,,,No,Yes,Yes,Yes,
S111,3,189,17,0.93,7.4,2.71,154.5,19.57,12.66666667,,,No,Yes,Yes,Yes,
S111,4,170,12.4,1.02,7.6,2.85,104.75,10.8,10.31026253,,,No,Yes,No,Yes,
S111,5,127,15,0.81,6.9,2.53,77.54,9.3,11.99380965,,,No,Yes,No,Yes,
S112,1,,,,,,,,,,,,,,,
S112,2,,,,,,,,,,,,,,,
S112,3,,,,,,,,,,,,,,,
S112,4,,,,,,,,,,,,,,,
S112,5,,,,,,,,,,,,,,,
S113,1,,,,,,,,,,,,,,,
S113,2,,,,,,,,,,,,,,,
S113,3,,,,,,,,,,,,,,,
S113,4,,,,,,,,,,,,,,,
S113,5,,,,,,,,,,,,,,,
S114,1,,,,,,,,,,,,,,,
S114,2,,,,,,,,,,,,,,,
S114,3,,,,,,,,,,,,,,,
S114,4,,,,,,,,,,,,,,,
S114,5,,,,,,,,,,,,,,,
Check3,1,,,,,,,,,,,,,,,
Check3,2,,,,,,,,,,,,,,,
Check3,3,,,,,,,,,,,,,,,
Check3,4,,,,,,,,,,,,,,,
Check3,5,,,,,,,,,,,,,,,
S115,1,114.7,14.7,0.71,5,2.54,67.72,7.66,11.31128175,,,No,Yes,No,Yes,
S115,2,129.5,17.4,0.71,5,3.45,96.42,12.53,12.99522921,,,No,Yes,Yes,Yes,
S115,3,141.6,19,0.66,4.9,3.28,135.6,18.55,13.679941,,,No,Yes,Yes,Yes,
S115,4,90.2,19.9,0.73,5.5,3.49,83.6,10.75,12.85885167,,,No,Yes,No,Yes,broken blade end
S115,5,125.3,14.9,0.91,5.2,2.96,105.17,12.49,11.87601027,,,No,Yes,Yes,Yes,
S116,1,,,,,,,,,,,,,,,
S116,2,,,,,,,,,,,,,,,
S116,3,,,,,,,,,,,,,,,
S116,4,,,,,,,,,,,,,,,
S116,5,,,,,,,,,,,,,,,
S117,1,,,,,,,,,,,,,,,
S117,2,,,,,,,,,,,,,,,
S117,3,,,,,,,,,,,,,,,
S117,4,,,,,,,,,,,,,,,
S117,5,,,,,,,,,,,,,,,
S118,1,,,,,,,,,,,,,,,
S118,2,,,,,,,,,,,,,,,
S118,3,,,,,,,,,,,,,,,
S118,4,,,,,,,,,,,,,,,
S118,5,,,,,,,,,,,,,,,
S119,1,114.3,14.5,0.84,3.8,3.9,71.04,7.46,10.50112613,,,No,Yes,No,No,
S119,2,102.4,18.7,0.68,3.8,3.2,84.54,9.25,10.94156612,,,No,Yes,No,No,
S119,3,149.7,15.9,0.89,6.5,3.45,149.23,17.19,11.51913154,,,No,Yes,Yes,No,
S119,4,63.5,10,0.45,5.1,3.3,23.71,2.04,8.603964572,,,No,Yes,No,No,
S119,5,75,13,0.64,5.3,3.6,34.32,3.67,10.69347319,,,No,Yes,No,No,
S120,1,,,,,,,,,,,,,,,
S120,2,,,,,,,,,,,,,,,
S120,3,,,,,,,,,,,,,,,
S120,4,,,,,,,,,,,,,,,
S120,5,,,,,,,,,,,,,,,
S121,1,,,,,,,,,,,,,,,
S121,2,,,,,,,,,,,,,,,
S121,3,,,,,,,,,,,,,,,
S121,4,,,,,,,,,,,,,,,
S121,5,,,,,,,,,,,,,,,
S122,1,,,,,,,,,,,,,,,
S122,2,,,,,,,,,,,,,,,
S122,3,,,,,,,,,,,,,,,
S122,4,,,,,,,,,,,,,,,
S122,5,,,,,,,,,,,,,,,
S123,1,191.4,23,1.01,1.8,3.59,212.85,26.52,12.45947851,,,No,Yes,Yes,No,broken stipe
S123,2,118.9,16.8,0.99,5.5,4.1,94.2,10.14,10.76433121,,,No,Yes,No,No,broken stipe
S123,3,145.9,15.8,0.85,5.2,4.32,122.18,14.97,12.25241447,,,No,Yes,Yes,No,broken stipe
S123,4,55.4,8.8,0.58,4.9,3.17,20.75,1.89,9.108433735,,,No,Yes,No,No,
S123,5,42,7.2,0.54,4.9,2.82,9.04,0.73,8.075221239,,,No,Yes,No,No,
S124,1,,,,,,,,,,,,,,,
S124,2,,,,,,,,,,,,,,,
S124,3,,,,,,,,,,,,,,,
S124,4,,,,,,,,,,,,,,,
S124,5,,,,,,,,,,,,,,,
S125,1,,,,,,,,,,,,,,,
S125,2,,,,,,,,,,,,,,,
S125,3,,,,,,,,,,,,,,,
S125,4,,,,,,,,,,,,,,,
S125,5,,,,,,,,,,,,,,,
S126,1,,,,,,,,,,,,,,,
S126,2,,,,,,,,,,,,,,,
S126,3,,,,,,,,,,,,,,,
S126,4,,,,,,,,,,,,,,,
S126,5,,,,,,,,,,,,,,,
S127,1,161.4,8.1,0.54,12.2,3.87,46.55,5.88,12.63157895,,,No,Yes,No,Yes,
S127,2,144,6,0.64,10,3.77,28.34,3.38,11.9266055,,,No,Yes,No,Yes,
S127,3,216.7,8.1,0.71,4.9,2.8,80.8,10.56,13.06930693,,,No,Yes,Yes,Yes,
S127,4,95.4,7,0.62,9.9,2.87,19.4,2.51,12.93814433,,,No,No,No,Yes,
S127,5,51,6.9,0.92,9.1,3.73,20.4,2.03,9.950980392,,,No,No,No,Yes,
S128,1,,,,,,,,,,,,,,,
S128,2,,,,,,,,,,,,,,,
S128,3,,,,,,,,,,,,,,,
S128,4,,,,,,,,,,,,,,,
S128,5,,,,,,,,,,,,,,,
S129,1,,,,,,,,,,,,,,,
S129,2,,,,,,,,,,,,,,,
S129,3,,,,,,,,,,,,,,,
S129,4,,,,,,,,,,,,,,,
S129,5,,,,,,,,,,,,,,,
S130,1,169,26,0.87,5.6,3.06,218.43,27.3,12.4982832,,,Yes,Yes,Yes,Yes,
S130,2,144.5,15.3,0.72,5.4,3.64,112.1,11.14,9.937555754,,,Yes,Yes,No,Yes,
S130,3,174.5,21.3,0.84,8.8,4.95,178.74,21.27,11.89996643,,,Yes,Yes,No,Yes,
S130,4,166,24.2,0.79,4.8,3.4,256.04,29.25,11.42399625,,,Yes,Yes,Yes,Yes,
S130,5,146,22.6,0.77,7.1,3.91,150.6,16.99,11.2815405,,,Yes,Yes,No,Yes,
S131,1,,,,,,,,,,,,,,,
S131,2,,,,,,,,,,,,,,,
S131,3,,,,,,,,,,,,,,,
S131,4,,,,,,,,,,,,,,,
S131,5,,,,,,,,,,,,,,,
S132,1,,,,,,,,,,,,,,,
S132,2,,,,,,,,,,,,,,,
S132,3,,,,,,,,,,,,,,,
S132,4,,,,,,,,,,,,,,,
S132,5,,,,,,,,,,,,,,,
S133,1,153.6,15.2,0.91,12.7,4.34,99.82,10.6,10.61911441,,,No,Yes,No,No,
S133,2,108.3,8.2,0.79,18.5,4.55,39.63,3.65,9.210194297,,,No,Yes,No,No,
S133,3,219.5,16.8,0.97,19.6,5.5,177.02,20.64,11.65969947,,,No,Yes,Yes,No,
S133,4,178.6,15.4,1.02,24.8,5.42,126.49,13.75,10.87042454,,,No,Yes,No,No,
S133,5,115.4,10.5,0.83,19.7,4.65,53.31,4.55,8.534984056,,,No,Yes,No,No,
Check2,1,,,,,,,,,,,,,,,
Check2,2,,,,,,,,,,,,,,,
Check2,3,,,,,,,,,,,,,,,
Check2,4,,,,,,,,,,,,,,,
Check2,5,,,,,,,,,,,,,,,
S134,1,141.3,13.5,1.02,8.7,4.94,137.45,12.21,8.883230266,,,No,Yes,No,Yes,
S134,2,169.2,14.5,1.25,6.5,4.54,138.28,11.27,8.150130171,,,No,Yes,No,Yes,
S134,3,171.9,14.8,0.81,23.4,5.59,160.11,13.04,8.144400725,,,No,Yes,No,Yes,
S134,4,164.2,17.5,0.81,13.8,5.88,170.31,15.95,9.365275087,,,No,Yes,Yes,Yes,
S134,5,179.4,21.7,1.21,14.7,5.11,179.33,16.86,9.401661741,,,No,Yes,Yes,Yes,
S135,1,203,20.6,1.07,42.4,7.95,238.88,24.88,10.41527127,,,No,Yes,Yes,Yes,
S135,2,165.4,23.3,1.06,60.1,7.97,217.19,23.02,10.59901469,,,No,Yes,Yes,Yes,
S135,3,137.9,21.3,0.91,21.1,5.48,122.81,11.66,9.494340852,,,No,Yes,Yes,Yes,
S135,4,130.4,17.3,0.85,27.2,6.03,107.77,9.51,8.824348149,,,No,Yes,Yes,Yes,
S135,5,55.3,13.7,0.5,13.4,4.02,40.43,3.28,8.112787534,,,No,No,No,Yes,broken blade
S136,1,9.4,4.1,0.18,0.8,0.75,0.54,0.05,9.259259259,,,No,No,No,Yes,
S136,2,8.1,2.7,0.42,2.3,1.53,0.8,0.07,8.75,,,No,No,No,Yes,
S136,3,9.6,3.6,0.18,0.8,0.96,0.52,0.06,11.53846154,,,No,Yes,No,Yes,
S136,4,43.3,11.5,0.47,3.5,1.64,14.34,1.44,10.041841,,,No,Yes,No,Yes,
S136,5,80.4,18.8,0.75,6.9,3.98,71.27,7.21,10.11645854,,,No,Yes,No,Yes,
S137,1,,,,,,,,,,,,,,,
S137,2,,,,,,,,,,,,,,,
S137,3,,,,,,,,,,,,,,,
S137,4,,,,,,,,,,,,,,,
S137,5,,,,,,,,,,,,,,,
S138,1,,,,,,,,,,,,,,,
S138,2,,,,,,,,,,,,,,,
S138,3,,,,,,,,,,,,,,,
S138,4,,,,,,,,,,,,,,,
S138,5,,,,,,,,,,,,,,,
S139,1,,,,,,,,,,,,,,,
S139,2,,,,,,,,,,,,,,,
S139,3,,,,,,,,,,,,,,,
S139,4,,,,,,,,,,,,,,,
S139,5,,,,,,,,,,,,,,,
S140,1,306.7,32.2,0.67,15.4,6.8,496.28,56.44,11.37261224,,,No,Yes,Yes,Yes,
S140,2,167.3,27.7,0.54,25.7,6.1,160.04,17.1,10.68482879,,,No,Yes,No,Yes,
S140,3,90.6,18.4,0.48,1.6,2.62,53.95,5.32,9.860982391,,,No,Yes,No,Yes,
S140,4,256,20,0.68,13.3,5.18,205.46,22.79,11.09218339,,,No,Yes,Yes,Yes,
S140,5,235.2,21.4,0.57,14.9,6.03,235.87,24.18,10.25140967,,,No,Yes,Yes,Yes,
S141,1,201.5,22.8,0.73,6.7,4.47,289.86,30.72,10.59821983,,,Yes,Yes,Yes,No,
S141,2,174.4,16.7,0.6,8.3,4.86,199.83,20.79,10.40384327,,,No,Yes,Yes,No,
S141,3,122.7,10.4,0.4,4.5,3.26,73.12,6.24,8.533916849,,,Yes,Yes,No,No,
S141,4,165.8,16.2,0.71,13.2,5.34,216.68,19.97,9.216355917,,,No,Yes,No,No,
S141,5,124.3,14.2,0.47,6.9,3.92,98.41,9.51,9.663652068,,,Yes,Yes,No,No,
S142,1,117,23,0.86,28,6.5,146.5,13.81,9.42662116,,,No,Yes,No,Yes,
S142,2,170,25,1.12,46,8.8,282.2,26.66,9.447200567,,,No,Yes,No,Yes,
S142,3,121.5,27,0.85,62,8.5,173.6,16.59,9.556451613,,,No,Yes,No,Yes,broken stipe
S142,4,111,26,2.1,95,8.3,177.9,18.64,10.47779651,,,No,Yes,No,No,broken blade
S142,5,187,31.5,0.97,69.5,8.6,350.1,34.71,9.914310197,,,No,Yes,No,Yes,
S143,1,150,20,1.03,29,7.38,182.6,18.19,9.961664841,,,No,Yes,No,Yes,
S143,2,198,16,1,43.5,6.86,169.5,15.27,9.008849558,,,No,Yes,No,No,
S143,3,165,15,0.89,30,6.99,121.4,12.06,9.934102142,,,No,Yes,No,No,
S143,4,108,19,0.82,28,6.04,98.4,9.69,9.847560976,,,No,Yes,No,No,
S143,5,156.5,18.5,0.88,19,5.7,117.2,12.53,10.69112628,,,No,Yes,No,Yes,
S144,1,227.7,20.5,0.87,102.6,10.97,328.05,38.96,11.87623838,,,No,Yes,Yes,Yes,
S144,2,186.8,23.8,0.75,100.4,10.63,234.6,23.78,10.13640239,,,No,Yes,No,Yes,broken blade
S144,3,187,25.3,0.48,89.9,12.45,311.2,36.67,11.78341902,,,No,Yes,No,Yes,
S144,4,280.3,24.3,0.74,115.6,11.32,417.6,50.32,12.04980843,,,No,Yes,Yes,Yes,broken stipe
S144,5,203.5,22,0.7,110.5,11.76,332.84,37.09,11.14349237,,,No,Yes,No,Yes,
S145,1,,,,,,,,,,,,,,,
S145,2,,,,,,,,,,,,,,,
S145,3,,,,,,,,,,,,,,,
S145,4,,,,,,,,,,,,,,,
S145,5,,,,,,,,,,,,,,,
S146,1,,,,,,,,,,,,,,,
S146,2,,,,,,,,,,,,,,,
S146,3,,,,,,,,,,,,,,,
S146,4,,,,,,,,,,,,,,,
S146,5,,,,,,,,,,,,,,,
S147,1,,,,,,,,,,,,,,,
S147,2,,,,,,,,,,,,,,,
S147,3,,,,,,,,,,,,,,,
S147,4,,,,,,,,,,,,,,,
S147,5,,,,,,,,,,,,,,,
S148,1,,,,,,,,,,,,,,,
S148,2,,,,,,,,,,,,,,,
S148,3,,,,,,,,,,,,,,,
S148,4,,,,,,,,,,,,,,,
S148,5,,,,,,,,,,,,,,,
Check2,1,,,,,,,,,,,,,,,
Check2,2,,,,,,,,,,,,,,,
Check2,3,,,,,,,,,,,,,,,
Check2,4,,,,,,,,,,,,,,,
Check2,5,,,,,,,,,,,,,,,
S149,1,,,,,,,,,,,,,,,
S149,2,,,,,,,,,,,,,,,
S149,3,,,,,,,,,,,,,,,
S149,4,,,,,,,,,,,,,,,
S149,5,,,,,,,,,,,,,,,
S150,1,,,,,,,,,,,,,,,
S150,2,,,,,,,,,,,,,,,
S150,3,,,,,,,,,,,,,,,
S150,4,,,,,,,,,,,,,,,
S150,5,,,,,,,,,,,,,,,
S151,1,,,,,,,,,,,,,,,
S151,2,,,,,,,,,,,,,,,
S151,3,,,,,,,,,,,,,,,
S151,4,,,,,,,,,,,,,,,
S151,5,,,,,,,,,,,,,,,
S152,1,,,,,,,,,,,,,,,
S152,2,,,,,,,,,,,,,,,
S152,3,,,,,,,,,,,,,,,
S152,4,,,,,,,,,,,,,,,
S152,5,,,,,,,,,,,,,,,
S153,1,114.9,19.1,0.61,10.4,3.8,84.93,9.9,11.65665842,,,No,Yes,No,No,
S153,2,147,21.9,0.55,7.1,2.85,143.03,18.55,12.96930714,,,No,Yes,Yes,Yes,
S153,3,136.1,21.2,0.64,7.2,3.95,127.6,14.45,11.32445141,,,No,Yes,Yes,Yes,broken stipe
S153,4,88.2,19.7,0.4,4.2,1.77,60.39,7.11,11.77347243,,,No,Yes,No,Yes,
S153,5,70.7,12.9,0.36,2.8,2.15,26.3,2.95,11.21673004,,,No,No,No,No,broken stipe
S154,1,,,,,,,,,,,,,,,
S154,2,,,,,,,,,,,,,,,
S154,3,,,,,,,,,,,,,,,
S154,4,,,,,,,,,,,,,,,
S154,5,,,,,,,,,,,,,,,
S155,1,,,,,,,,,,,,,,,
S155,2,,,,,,,,,,,,,,,
S155,3,,,,,,,,,,,,,,,
S155,4,,,,,,,,,,,,,,,
S155,5,,,,,,,,,,,,,,,
S156,1,149.4,17.1,1.35,10.9,6.08,210.26,20.37,9.688005327,,,No,Yes,Yes,Yes,
S156,2,146.7,12.9,1.42,20.2,7.3,156.25,14.02,8.9728,,,No,Yes,Yes,Yes,
S156,3,145.7,12.4,1.1,5.9,4.81,184.42,17.92,9.716950439,,,No,Yes,Yes,Yes,
S156,4,193.8,16.9,1.5,12.4,6.49,270.61,25.93,9.582055356,,,No,Yes,Yes,Yes,
S156,5,169.1,10.9,2.11,10.6,4.13,148.91,16.09,10.80518434,,,No,Yes,Yes,Yes,
S157,1,,,,,,,,,,,,,,,
S157,2,,,,,,,,,,,,,,,
S157,3,,,,,,,,,,,,,,,
S157,4,,,,,,,,,,,,,,,
S157,5,,,,,,,,,,,,,,,
S158,1,143.4,15.8,0.76,8.6,4.14,137.97,15.88,11.5097485,,,Yes,Yes,Yes,Yes,
S158,2,103.8,29.3,0.77,5.9,3.18,167.45,20.84,12.44550612,,,No,Yes,No,No,
S158,3,80.4,23.9,0.51,3.9,3.64,96.84,11.25,11.61710037,,,No,Yes,No,No,
S158,4,70.7,20.7,0.52,4.4,3.75,74.31,8.08,10.87336832,,,No,Yes,No,Yes,
S158,5,107.3,12.1,0.8,8.2,4.12,65.56,6.07,9.258694326,,,Yes,Yes,No,Yes,
S159,1,,,,,,,,,,,,,,,
S159,2,,,,,,,,,,,,,,,
S159,3,,,,,,,,,,,,,,,
S159,4,,,,,,,,,,,,,,,
S159,5,,,,,,,,,,,,,,,
S160,1,188.5,11.3,0.71,21.2,5.31,124.4,12.44,10,,,No,Yes,No,Yes,
S160,2,184.2,14,0.76,10.1,4.06,153.96,17.61,11.43803585,,,No,Yes,Yes,Yes,
S160,3,209.5,10.4,0.89,12.9,4.13,159.5,15.04,9.429467085,,,No,Yes,No,Yes,
S160,4,177.8,13.3,0.73,8.9,3.67,112.38,12.3,10.94500801,,,No,Yes,No,Yes,
S160,5,174.2,13.5,0.45,14.1,4.84,114.65,14.34,12.50763192,,,No,Yes,No,Yes,
S161,1,,,,,,,,,,,,,,,
S161,2,,,,,,,,,,,,,,,
S161,3,,,,,,,,,,,,,,,
S161,4,,,,,,,,,,,,,,,
S161,5,,,,,,,,,,,,,,,
S162,1,,,,,,,,,,,,,,,
S162,2,,,,,,,,,,,,,,,
S162,3,,,,,,,,,,,,,,,
S162,4,,,,,,,,,,,,,,,
S162,5,,,,,,,,,,,,,,,
S163,1,114.4,15.1,0.92,13.2,3.89,82.9,10.23,12.34016888,,,No,Yes,No,No,
S163,2,128.3,15.1,0.99,8.6,4.21,94.87,10.6,11.17318436,,,No,Yes,Yes,No,
S163,3,55,7.8,0.61,4,2.54,14.32,1.44,10.05586592,,,No,No,No,No,
S163,4,60.4,9.9,0.55,3.5,2.27,25.26,2.64,10.45130641,,,No,Yes,No,No,horse mane
S163,5,60,9.7,0.6,6.1,2.94,20.3,1.9,9.359605911,,,No,Yes,No,No,
S164,1,,,,,,,,,,,,,,,
S164,2,,,,,,,,,,,,,,,
S164,3,,,,,,,,,,,,,,,
S164,4,,,,,,,,,,,,,,,
S164,5,,,,,,,,,,,,,,,
S165,1,146.6,18.1,0.83,35.4,6.85,135.73,13.39,9.865173506,,,No,Yes,No,No,
S165,2,143.5,26.6,0.81,25.2,8.05,220.81,23.73,10.74679589,,,No,Yes,Yes,No,
S165,3,154.6,20.4,0.9,36.2,7.54,235.82,22.79,9.664150623,,,No,Yes,No,No,
S165,4,108.8,20,0.71,27.4,5.92,121.81,11.73,9.629751252,,,No,Yes,No,No,
S165,5,22.6,15.1,0.5,15.2,6.3,23.82,2.52,10.57934509,,,No,Yes,No,No,
S166,1,,,,,,,,,,,,,,,
S166,2,,,,,,,,,,,,,,,
S166,3,,,,,,,,,,,,,,,
S166,4,,,,,,,,,,,,,,,
S166,5,,,,,,,,,,,,,,,
